Season,SeasonStartYear,GameDate,GameId,GameState,Round,SeriesMatchup,SeriesGame,TeamAbbrev,TeamName,TeamCountry,IsHomeTeam,OpponentAbbrev,OpponentName,OpponentCountry,TeamPim,OpponentPim,TotalGamePim,PimSource
1988-1989,1988,1989-04-06,1988030112,OFF,1,1,2,MTL,Montréal Canadiens,Canada,True,HFD,Hartford Whalers,USA,44,36,80,playerByGameStats sum
1988-1989,1988,1989-04-06,1988030182,OFF,1,8,2,EDM,Edmonton Oilers,Canada,False,LAK,Los Angeles Kings,USA,47,36,83,playerByGameStats sum
1988-1989,1988,1989-04-06,1988030182,OFF,1,8,2,LAK,Los Angeles Kings,USA,True,EDM,Edmonton Oilers,Canada,36,47,83,playerByGameStats sum
1988-1989,1988,1989-04-08,1988030113,OFF,1,1,3,MTL,Montréal Canadiens,Canada,False,HFD,Hartford Whalers,USA,20,20,40,playerByGameStats sum
1988-1989,1988,1989-04-08,1988030113,OFF,1,1,3,HFD,Hartford Whalers,USA,True,MTL,Montréal Canadiens,Canada,20,20,40,playerByGameStats sum
1988-1989,1988,1989-04-08,1988030183,OFF,1,8,3,LAK,Los Angeles Kings,USA,False,EDM,Edmonton Oilers,Canada,48,44,92,playerByGameStats sum
1988-1989,1988,1989-04-08,1988030183,OFF,1,8,3,EDM,Edmonton Oilers,Canada,True,LAK,Los Angeles Kings,USA,44,48,92,playerByGameStats sum
1988-1989,1988,1989-04-09,1988030114,OFF,1,1,4,MTL,Montréal Canadiens,Canada,False,HFD,Hartford Whalers,USA,32,22,54,playerByGameStats sum
1988-1989,1988,1989-04-09,1988030114,OFF,1,1,4,HFD,Hartford Whalers,USA,True,MTL,Montréal Canadiens,Canada,22,32,54,playerByGameStats sum
1988-1989,1988,1989-04-09,1988030184,OFF,1,8,4,LAK,Los Angeles Kings,USA,False,EDM,Edmonton Oilers,Canada,12,12,24,playerByGameStats sum
1988-1989,1988,1989-04-09,1988030184,OFF,1,8,4,EDM,Edmonton Oilers,Canada,True,LAK,Los Angeles Kings,USA,12,12,24,playerByGameStats sum
1988-1989,1988,1989-04-11,1988030185,OFF,1,8,5,EDM,Edmonton Oilers,Canada,False,LAK,Los Angeles Kings,USA,16,10,26,playerByGameStats sum
1988-1989,1988,1989-04-11,1988030185,OFF,1,8,5,LAK,Los Angeles Kings,USA,True,EDM,Edmonton Oilers,Canada,10,16,26,playerByGameStats sum
1988-1989,1988,1989-04-13,1988030186,OFF,1,8,6,LAK,Los Angeles Kings,USA,False,EDM,Edmonton Oilers,Canada,8,6,14,playerByGameStats sum
1988-1989,1988,1989-04-13,1988030186,OFF,1,8,6,EDM,Edmonton Oilers,Canada,True,LAK,Los Angeles Kings,USA,6,8,14,playerByGameStats sum
1988-1989,1988,1989-04-15,1988030187,OFF,1,8,7,EDM,Edmonton Oilers,Canada,False,LAK,Los Angeles Kings,USA,16,14,30,playerByGameStats sum
1988-1989,1988,1989-04-15,1988030187,OFF,1,8,7,LAK,Los Angeles Kings,USA,True,EDM,Edmonton Oilers,Canada,14,16,30,playerByGameStats sum
1988-1989,1988,1989-04-17,1988030211,OFF,2,1,1,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,2,8,10,playerByGameStats sum
1988-1989,1988,1989-04-17,1988030211,OFF,2,1,1,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,8,2,10,playerByGameStats sum
1988-1989,1988,1989-04-18,1988030241,OFF,2,4,1,LAK,Los Angeles Kings,USA,False,CGY,Calgary Flames,Canada,16,10,26,playerByGameStats sum
1988-1989,1988,1989-04-18,1988030241,OFF,2,4,1,CGY,Calgary Flames,Canada,True,LAK,Los Angeles Kings,USA,10,16,26,playerByGameStats sum
1988-1989,1988,1989-04-19,1988030212,OFF,2,1,2,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,9,6,15,playerByGameStats sum
1988-1989,1988,1989-04-19,1988030212,OFF,2,1,2,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,6,9,15,playerByGameStats sum
1988-1989,1988,1989-04-20,1988030242,OFF,2,4,2,LAK,Los Angeles Kings,USA,False,CGY,Calgary Flames,Canada,76,56,132,playerByGameStats sum
1988-1989,1988,1989-04-20,1988030242,OFF,2,4,2,CGY,Calgary Flames,Canada,True,LAK,Los Angeles Kings,USA,56,76,132,playerByGameStats sum
1988-1989,1988,1989-04-21,1988030213,OFF,2,1,3,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,16,14,30,playerByGameStats sum
1988-1989,1988,1989-04-21,1988030213,OFF,2,1,3,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,14,16,30,playerByGameStats sum
1988-1989,1988,1989-04-22,1988030243,OFF,2,4,3,CGY,Calgary Flames,Canada,False,LAK,Los Angeles Kings,USA,14,16,30,playerByGameStats sum
1988-1989,1988,1989-04-22,1988030243,OFF,2,4,3,LAK,Los Angeles Kings,USA,True,CGY,Calgary Flames,Canada,16,14,30,playerByGameStats sum
1988-1989,1988,1989-04-23,1988030214,OFF,2,1,4,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,10,13,23,playerByGameStats sum
1988-1989,1988,1989-04-23,1988030214,OFF,2,1,4,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,13,10,23,playerByGameStats sum
1988-1989,1988,1989-04-24,1988030244,OFF,2,4,4,CGY,Calgary Flames,Canada,False,LAK,Los Angeles Kings,USA,12,16,28,playerByGameStats sum
1988-1989,1988,1989-04-24,1988030244,OFF,2,4,4,LAK,Los Angeles Kings,USA,True,CGY,Calgary Flames,Canada,16,12,28,playerByGameStats sum
1988-1989,1988,1989-04-25,1988030215,OFF,2,1,5,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,12,16,28,playerByGameStats sum
1988-1989,1988,1989-04-25,1988030215,OFF,2,1,5,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,16,12,28,playerByGameStats sum
1988-1989,1988,1989-05-01,1988030311,OFF,3,1,1,PHI,Philadelphia Flyers,USA,False,MTL,Montréal Canadiens,Canada,22,22,44,playerByGameStats sum
1988-1989,1988,1989-05-01,1988030311,OFF,3,1,1,MTL,Montréal Canadiens,Canada,True,PHI,Philadelphia Flyers,USA,22,22,44,playerByGameStats sum
1988-1989,1988,1989-05-02,1988030321,OFF,3,2,1,CHI,Chicago Blackhawks,USA,False,CGY,Calgary Flames,Canada,20,16,36,playerByGameStats sum
1988-1989,1988,1989-05-02,1988030321,OFF,3,2,1,CGY,Calgary Flames,Canada,True,CHI,Chicago Blackhawks,USA,16,20,36,playerByGameStats sum
1988-1989,1988,1989-05-03,1988030312,OFF,3,1,2,PHI,Philadelphia Flyers,USA,False,MTL,Montréal Canadiens,Canada,20,12,32,playerByGameStats sum
1988-1989,1988,1989-05-03,1988030312,OFF,3,1,2,MTL,Montréal Canadiens,Canada,True,PHI,Philadelphia Flyers,USA,12,20,32,playerByGameStats sum
1988-1989,1988,1989-05-04,1988030322,OFF,3,2,2,CHI,Chicago Blackhawks,USA,False,CGY,Calgary Flames,Canada,18,20,38,playerByGameStats sum
1988-1989,1988,1989-05-04,1988030322,OFF,3,2,2,CGY,Calgary Flames,Canada,True,CHI,Chicago Blackhawks,USA,20,18,38,playerByGameStats sum
1988-1989,1988,1989-05-05,1988030313,OFF,3,1,3,MTL,Montréal Canadiens,Canada,False,PHI,Philadelphia Flyers,USA,16,20,36,playerByGameStats sum
1988-1989,1988,1989-05-05,1988030313,OFF,3,1,3,PHI,Philadelphia Flyers,USA,True,MTL,Montréal Canadiens,Canada,20,16,36,playerByGameStats sum
1988-1989,1988,1989-05-06,1988030323,OFF,3,2,3,CGY,Calgary Flames,Canada,False,CHI,Chicago Blackhawks,USA,83,104,187,playerByGameStats sum
1988-1989,1988,1989-05-06,1988030323,OFF,3,2,3,CHI,Chicago Blackhawks,USA,True,CGY,Calgary Flames,Canada,104,83,187,playerByGameStats sum
1988-1989,1988,1989-05-07,1988030314,OFF,3,1,4,MTL,Montréal Canadiens,Canada,False,PHI,Philadelphia Flyers,USA,15,21,36,playerByGameStats sum
1988-1989,1988,1989-05-07,1988030314,OFF,3,1,4,PHI,Philadelphia Flyers,USA,True,MTL,Montréal Canadiens,Canada,21,15,36,playerByGameStats sum
1988-1989,1988,1989-05-08,1988030324,OFF,3,2,4,CGY,Calgary Flames,Canada,False,CHI,Chicago Blackhawks,USA,41,27,68,playerByGameStats sum
1988-1989,1988,1989-05-08,1988030324,OFF,3,2,4,CHI,Chicago Blackhawks,USA,True,CGY,Calgary Flames,Canada,27,41,68,playerByGameStats sum
1988-1989,1988,1989-05-09,1988030315,OFF,3,1,5,PHI,Philadelphia Flyers,USA,False,MTL,Montréal Canadiens,Canada,16,10,26,playerByGameStats sum
1988-1989,1988,1989-05-09,1988030315,OFF,3,1,5,MTL,Montréal Canadiens,Canada,True,PHI,Philadelphia Flyers,USA,10,16,26,playerByGameStats sum
1988-1989,1988,1989-05-10,1988030325,OFF,3,2,5,CHI,Chicago Blackhawks,USA,False,CGY,Calgary Flames,Canada,38,19,57,playerByGameStats sum
1988-1989,1988,1989-05-10,1988030325,OFF,3,2,5,CGY,Calgary Flames,Canada,True,CHI,Chicago Blackhawks,USA,19,38,57,playerByGameStats sum
1988-1989,1988,1989-05-11,1988030316,OFF,3,1,6,MTL,Montréal Canadiens,Canada,False,PHI,Philadelphia Flyers,USA,32,34,66,playerByGameStats sum
1988-1989,1988,1989-05-11,1988030316,OFF,3,1,6,PHI,Philadelphia Flyers,USA,True,MTL,Montréal Canadiens,Canada,34,32,66,playerByGameStats sum
1989-1990,1989,1990-04-04,1989030161,OFF,1,6,1,TOR,Toronto Maple Leafs,Canada,False,STL,St. Louis Blues,USA,51,51,102,playerByGameStats sum
1989-1990,1989,1990-04-04,1989030161,OFF,1,6,1,STL,St. Louis Blues,USA,True,TOR,Toronto Maple Leafs,Canada,51,51,102,playerByGameStats sum
1989-1990,1989,1990-04-04,1989030171,OFF,1,7,1,LAK,Los Angeles Kings,USA,False,CGY,Calgary Flames,Canada,12,20,32,playerByGameStats sum
1989-1990,1989,1990-04-04,1989030171,OFF,1,7,1,CGY,Calgary Flames,Canada,True,LAK,Los Angeles Kings,USA,20,12,32,playerByGameStats sum
1989-1990,1989,1990-04-05,1989030121,OFF,1,2,1,MTL,Montréal Canadiens,Canada,False,BUF,Buffalo Sabres,USA,23,8,31,playerByGameStats sum
1989-1990,1989,1990-04-05,1989030121,OFF,1,2,1,BUF,Buffalo Sabres,USA,True,MTL,Montréal Canadiens,Canada,8,23,31,playerByGameStats sum
1989-1990,1989,1990-04-06,1989030162,OFF,1,6,2,TOR,Toronto Maple Leafs,Canada,False,STL,St. Louis Blues,USA,61,49,110,playerByGameStats sum
1989-1990,1989,1990-04-06,1989030162,OFF,1,6,2,STL,St. Louis Blues,USA,True,TOR,Toronto Maple Leafs,Canada,49,61,110,playerByGameStats sum
1989-1990,1989,1990-04-06,1989030172,OFF,1,7,2,LAK,Los Angeles Kings,USA,False,CGY,Calgary Flames,Canada,22,22,44,playerByGameStats sum
1989-1990,1989,1990-04-06,1989030172,OFF,1,7,2,CGY,Calgary Flames,Canada,True,LAK,Los Angeles Kings,USA,22,22,44,playerByGameStats sum
1989-1990,1989,1990-04-07,1989030122,OFF,1,2,2,MTL,Montréal Canadiens,Canada,False,BUF,Buffalo Sabres,USA,20,30,50,playerByGameStats sum
1989-1990,1989,1990-04-07,1989030122,OFF,1,2,2,BUF,Buffalo Sabres,USA,True,MTL,Montréal Canadiens,Canada,30,20,50,playerByGameStats sum
1989-1990,1989,1990-04-08,1989030163,OFF,1,6,3,STL,St. Louis Blues,USA,False,TOR,Toronto Maple Leafs,Canada,50,46,96,playerByGameStats sum
1989-1990,1989,1990-04-08,1989030163,OFF,1,6,3,TOR,Toronto Maple Leafs,Canada,True,STL,St. Louis Blues,USA,46,50,96,playerByGameStats sum
1989-1990,1989,1990-04-08,1989030173,OFF,1,7,3,CGY,Calgary Flames,Canada,False,LAK,Los Angeles Kings,USA,24,28,52,playerByGameStats sum
1989-1990,1989,1990-04-08,1989030173,OFF,1,7,3,LAK,Los Angeles Kings,USA,True,CGY,Calgary Flames,Canada,28,24,52,playerByGameStats sum
1989-1990,1989,1990-04-09,1989030123,OFF,1,2,3,BUF,Buffalo Sabres,USA,False,MTL,Montréal Canadiens,Canada,14,24,38,playerByGameStats sum
1989-1990,1989,1990-04-09,1989030123,OFF,1,2,3,MTL,Montréal Canadiens,Canada,True,BUF,Buffalo Sabres,USA,24,14,38,playerByGameStats sum
1989-1990,1989,1990-04-10,1989030164,OFF,1,6,4,STL,St. Louis Blues,USA,False,TOR,Toronto Maple Leafs,Canada,20,24,44,playerByGameStats sum
1989-1990,1989,1990-04-10,1989030164,OFF,1,6,4,TOR,Toronto Maple Leafs,Canada,True,STL,St. Louis Blues,USA,24,20,44,playerByGameStats sum
1989-1990,1989,1990-04-10,1989030174,OFF,1,7,4,CGY,Calgary Flames,Canada,False,LAK,Los Angeles Kings,USA,27,6,33,playerByGameStats sum
1989-1990,1989,1990-04-10,1989030174,OFF,1,7,4,LAK,Los Angeles Kings,USA,True,CGY,Calgary Flames,Canada,6,27,33,playerByGameStats sum
1989-1990,1989,1990-04-11,1989030124,OFF,1,2,4,BUF,Buffalo Sabres,USA,False,MTL,Montréal Canadiens,Canada,34,32,66,playerByGameStats sum
1989-1990,1989,1990-04-11,1989030124,OFF,1,2,4,MTL,Montréal Canadiens,Canada,True,BUF,Buffalo Sabres,USA,32,34,66,playerByGameStats sum
1989-1990,1989,1990-04-12,1989030165,OFF,1,6,5,TOR,Toronto Maple Leafs,Canada,False,STL,St. Louis Blues,USA,75,75,150,playerByGameStats sum
1989-1990,1989,1990-04-12,1989030165,OFF,1,6,5,STL,St. Louis Blues,USA,True,TOR,Toronto Maple Leafs,Canada,75,75,150,playerByGameStats sum
1989-1990,1989,1990-04-12,1989030175,OFF,1,7,5,LAK,Los Angeles Kings,USA,False,CGY,Calgary Flames,Canada,14,16,30,playerByGameStats sum
1989-1990,1989,1990-04-12,1989030175,OFF,1,7,5,CGY,Calgary Flames,Canada,True,LAK,Los Angeles Kings,USA,16,14,30,playerByGameStats sum
1989-1990,1989,1990-04-13,1989030125,OFF,1,2,5,MTL,Montréal Canadiens,Canada,False,BUF,Buffalo Sabres,USA,36,30,66,playerByGameStats sum
1989-1990,1989,1990-04-13,1989030125,OFF,1,2,5,BUF,Buffalo Sabres,USA,True,MTL,Montréal Canadiens,Canada,30,36,66,playerByGameStats sum
1989-1990,1989,1990-04-14,1989030176,OFF,1,7,6,CGY,Calgary Flames,Canada,False,LAK,Los Angeles Kings,USA,34,18,52,playerByGameStats sum
1989-1990,1989,1990-04-14,1989030176,OFF,1,7,6,LAK,Los Angeles Kings,USA,True,CGY,Calgary Flames,Canada,18,34,52,playerByGameStats sum
1989-1990,1989,1990-04-15,1989030126,OFF,1,2,6,BUF,Buffalo Sabres,USA,False,MTL,Montréal Canadiens,Canada,8,6,14,playerByGameStats sum
1989-1990,1989,1990-04-15,1989030126,OFF,1,2,6,MTL,Montréal Canadiens,Canada,True,BUF,Buffalo Sabres,USA,6,8,14,playerByGameStats sum
1989-1990,1989,1990-04-18,1989030241,OFF,2,4,1,LAK,Los Angeles Kings,USA,False,EDM,Edmonton Oilers,Canada,6,10,16,playerByGameStats sum
1989-1990,1989,1990-04-18,1989030241,OFF,2,4,1,EDM,Edmonton Oilers,Canada,True,LAK,Los Angeles Kings,USA,10,6,16,playerByGameStats sum
1989-1990,1989,1990-04-19,1989030211,OFF,2,1,1,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,12,12,24,playerByGameStats sum
1989-1990,1989,1990-04-19,1989030211,OFF,2,1,1,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,12,12,24,playerByGameStats sum
1989-1990,1989,1990-04-20,1989030242,OFF,2,4,2,LAK,Los Angeles Kings,USA,False,EDM,Edmonton Oilers,Canada,23,19,42,playerByGameStats sum
1989-1990,1989,1990-04-20,1989030242,OFF,2,4,2,EDM,Edmonton Oilers,Canada,True,LAK,Los Angeles Kings,USA,19,23,42,playerByGameStats sum
1989-1990,1989,1990-04-21,1989030212,OFF,2,1,2,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,38,47,85,playerByGameStats sum
1989-1990,1989,1990-04-21,1989030212,OFF,2,1,2,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,47,38,85,playerByGameStats sum
1989-1990,1989,1990-04-22,1989030243,OFF,2,4,3,EDM,Edmonton Oilers,Canada,False,LAK,Los Angeles Kings,USA,12,23,35,playerByGameStats sum
1989-1990,1989,1990-04-22,1989030243,OFF,2,4,3,LAK,Los Angeles Kings,USA,True,EDM,Edmonton Oilers,Canada,23,12,35,playerByGameStats sum
1989-1990,1989,1990-04-23,1989030213,OFF,2,1,3,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,4,8,12,playerByGameStats sum
1989-1990,1989,1990-04-23,1989030213,OFF,2,1,3,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,8,4,12,playerByGameStats sum
1989-1990,1989,1990-04-24,1989030244,OFF,2,4,4,EDM,Edmonton Oilers,Canada,False,LAK,Los Angeles Kings,USA,12,10,22,playerByGameStats sum
1989-1990,1989,1990-04-24,1989030244,OFF,2,4,4,LAK,Los Angeles Kings,USA,True,EDM,Edmonton Oilers,Canada,10,12,22,playerByGameStats sum
1989-1990,1989,1990-04-25,1989030214,OFF,2,1,4,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,12,12,24,playerByGameStats sum
1989-1990,1989,1990-04-25,1989030214,OFF,2,1,4,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,12,12,24,playerByGameStats sum
1989-1990,1989,1990-04-27,1989030215,OFF,2,1,5,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,20,22,42,playerByGameStats sum
1989-1990,1989,1990-04-27,1989030215,OFF,2,1,5,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,22,20,42,playerByGameStats sum
1989-1990,1989,1990-05-02,1989030321,OFF,3,2,1,CHI,Chicago Blackhawks,USA,False,EDM,Edmonton Oilers,Canada,10,4,14,playerByGameStats sum
1989-1990,1989,1990-05-02,1989030321,OFF,3,2,1,EDM,Edmonton Oilers,Canada,True,CHI,Chicago Blackhawks,USA,4,10,14,playerByGameStats sum
1989-1990,1989,1990-05-04,1989030322,OFF,3,2,2,CHI,Chicago Blackhawks,USA,False,EDM,Edmonton Oilers,Canada,16,14,30,playerByGameStats sum
1989-1990,1989,1990-05-04,1989030322,OFF,3,2,2,EDM,Edmonton Oilers,Canada,True,CHI,Chicago Blackhawks,USA,14,16,30,playerByGameStats sum
1989-1990,1989,1990-05-06,1989030323,OFF,3,2,3,EDM,Edmonton Oilers,Canada,False,CHI,Chicago Blackhawks,USA,10,12,22,playerByGameStats sum
1989-1990,1989,1990-05-06,1989030323,OFF,3,2,3,CHI,Chicago Blackhawks,USA,True,EDM,Edmonton Oilers,Canada,12,10,22,playerByGameStats sum
1989-1990,1989,1990-05-08,1989030324,OFF,3,2,4,EDM,Edmonton Oilers,Canada,False,CHI,Chicago Blackhawks,USA,16,17,33,playerByGameStats sum
1989-1990,1989,1990-05-08,1989030324,OFF,3,2,4,CHI,Chicago Blackhawks,USA,True,EDM,Edmonton Oilers,Canada,17,16,33,playerByGameStats sum
1989-1990,1989,1990-05-10,1989030325,OFF,3,2,5,CHI,Chicago Blackhawks,USA,False,EDM,Edmonton Oilers,Canada,16,8,24,playerByGameStats sum
1989-1990,1989,1990-05-10,1989030325,OFF,3,2,5,EDM,Edmonton Oilers,Canada,True,CHI,Chicago Blackhawks,USA,8,16,24,playerByGameStats sum
1989-1990,1989,1990-05-12,1989030326,OFF,3,2,6,EDM,Edmonton Oilers,Canada,False,CHI,Chicago Blackhawks,USA,10,20,30,playerByGameStats sum
1989-1990,1989,1990-05-12,1989030326,OFF,3,2,6,CHI,Chicago Blackhawks,USA,True,EDM,Edmonton Oilers,Canada,20,10,30,playerByGameStats sum
1989-1990,1989,1990-05-15,1989030411,OFF,4,1,1,EDM,Edmonton Oilers,Canada,False,BOS,Boston Bruins,USA,12,8,20,playerByGameStats sum
1989-1990,1989,1990-05-15,1989030411,OFF,4,1,1,BOS,Boston Bruins,USA,True,EDM,Edmonton Oilers,Canada,8,12,20,playerByGameStats sum
1989-1990,1989,1990-05-18,1989030412,OFF,4,1,2,EDM,Edmonton Oilers,Canada,False,BOS,Boston Bruins,USA,22,27,49,playerByGameStats sum
1989-1990,1989,1990-05-18,1989030412,OFF,4,1,2,BOS,Boston Bruins,USA,True,EDM,Edmonton Oilers,Canada,27,22,49,playerByGameStats sum
1989-1990,1989,1990-05-20,1989030413,OFF,4,1,3,BOS,Boston Bruins,USA,False,EDM,Edmonton Oilers,Canada,10,10,20,playerByGameStats sum
1989-1990,1989,1990-05-20,1989030413,OFF,4,1,3,EDM,Edmonton Oilers,Canada,True,BOS,Boston Bruins,USA,10,10,20,playerByGameStats sum
1989-1990,1989,1990-05-22,1989030414,OFF,4,1,4,BOS,Boston Bruins,USA,False,EDM,Edmonton Oilers,Canada,19,17,36,playerByGameStats sum
1989-1990,1989,1990-05-22,1989030414,OFF,4,1,4,EDM,Edmonton Oilers,Canada,True,BOS,Boston Bruins,USA,17,19,36,playerByGameStats sum
1989-1990,1989,1990-05-24,1989030415,OFF,4,1,5,EDM,Edmonton Oilers,Canada,False,BOS,Boston Bruins,USA,4,6,10,playerByGameStats sum
1989-1990,1989,1990-05-24,1989030415,OFF,4,1,5,BOS,Boston Bruins,USA,True,EDM,Edmonton Oilers,Canada,6,4,10,playerByGameStats sum
1990-1991,1990,1991-04-03,1990030121,OFF,1,2,1,BUF,Buffalo Sabres,USA,False,MTL,Montréal Canadiens,Canada,50,48,98,playerByGameStats sum
1990-1991,1990,1991-04-03,1990030121,OFF,1,2,1,MTL,Montréal Canadiens,Canada,True,BUF,Buffalo Sabres,USA,48,50,98,playerByGameStats sum
1990-1991,1990,1991-04-04,1990030171,OFF,1,7,1,VAN,Vancouver Canucks,Canada,False,LAK,Los Angeles Kings,USA,14,12,26,playerByGameStats sum
1990-1991,1990,1991-04-04,1990030171,OFF,1,7,1,LAK,Los Angeles Kings,USA,True,VAN,Vancouver Canucks,Canada,12,14,26,playerByGameStats sum
1990-1991,1990,1991-04-05,1990030122,OFF,1,2,2,BUF,Buffalo Sabres,USA,False,MTL,Montréal Canadiens,Canada,20,18,38,playerByGameStats sum
1990-1991,1990,1991-04-05,1990030122,OFF,1,2,2,MTL,Montréal Canadiens,Canada,True,BUF,Buffalo Sabres,USA,18,20,38,playerByGameStats sum
1990-1991,1990,1991-04-06,1990030172,OFF,1,7,2,VAN,Vancouver Canucks,Canada,False,LAK,Los Angeles Kings,USA,23,19,42,playerByGameStats sum
1990-1991,1990,1991-04-06,1990030172,OFF,1,7,2,LAK,Los Angeles Kings,USA,True,VAN,Vancouver Canucks,Canada,19,23,42,playerByGameStats sum
1990-1991,1990,1991-04-07,1990030123,OFF,1,2,3,MTL,Montréal Canadiens,Canada,False,BUF,Buffalo Sabres,USA,26,32,58,playerByGameStats sum
1990-1991,1990,1991-04-07,1990030123,OFF,1,2,3,BUF,Buffalo Sabres,USA,True,MTL,Montréal Canadiens,Canada,32,26,58,playerByGameStats sum
1990-1991,1990,1991-04-08,1990030173,OFF,1,7,3,LAK,Los Angeles Kings,USA,False,VAN,Vancouver Canucks,Canada,46,42,88,playerByGameStats sum
1990-1991,1990,1991-04-08,1990030173,OFF,1,7,3,VAN,Vancouver Canucks,Canada,True,LAK,Los Angeles Kings,USA,42,46,88,playerByGameStats sum
1990-1991,1990,1991-04-09,1990030124,OFF,1,2,4,MTL,Montréal Canadiens,Canada,False,BUF,Buffalo Sabres,USA,22,14,36,playerByGameStats sum
1990-1991,1990,1991-04-09,1990030124,OFF,1,2,4,BUF,Buffalo Sabres,USA,True,MTL,Montréal Canadiens,Canada,14,22,36,playerByGameStats sum
1990-1991,1990,1991-04-10,1990030174,OFF,1,7,4,LAK,Los Angeles Kings,USA,False,VAN,Vancouver Canucks,Canada,37,35,72,playerByGameStats sum
1990-1991,1990,1991-04-10,1990030174,OFF,1,7,4,VAN,Vancouver Canucks,Canada,True,LAK,Los Angeles Kings,USA,35,37,72,playerByGameStats sum
1990-1991,1990,1991-04-11,1990030125,OFF,1,2,5,BUF,Buffalo Sabres,USA,False,MTL,Montréal Canadiens,Canada,12,12,24,playerByGameStats sum
1990-1991,1990,1991-04-11,1990030125,OFF,1,2,5,MTL,Montréal Canadiens,Canada,True,BUF,Buffalo Sabres,USA,12,12,24,playerByGameStats sum
1990-1991,1990,1991-04-12,1990030175,OFF,1,7,5,VAN,Vancouver Canucks,Canada,False,LAK,Los Angeles Kings,USA,30,26,56,playerByGameStats sum
1990-1991,1990,1991-04-12,1990030175,OFF,1,7,5,LAK,Los Angeles Kings,USA,True,VAN,Vancouver Canucks,Canada,26,30,56,playerByGameStats sum
1990-1991,1990,1991-04-13,1990030126,OFF,1,2,6,MTL,Montréal Canadiens,Canada,False,BUF,Buffalo Sabres,USA,80,93,173,playerByGameStats sum
1990-1991,1990,1991-04-13,1990030126,OFF,1,2,6,BUF,Buffalo Sabres,USA,True,MTL,Montréal Canadiens,Canada,93,80,173,playerByGameStats sum
1990-1991,1990,1991-04-14,1990030176,OFF,1,7,6,LAK,Los Angeles Kings,USA,False,VAN,Vancouver Canucks,Canada,10,10,20,playerByGameStats sum
1990-1991,1990,1991-04-14,1990030176,OFF,1,7,6,VAN,Vancouver Canucks,Canada,True,LAK,Los Angeles Kings,USA,10,10,20,playerByGameStats sum
1990-1991,1990,1991-04-17,1990030211,OFF,2,1,1,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,6,6,12,playerByGameStats sum
1990-1991,1990,1991-04-17,1990030211,OFF,2,1,1,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,6,6,12,playerByGameStats sum
1990-1991,1990,1991-04-18,1990030241,OFF,2,4,1,EDM,Edmonton Oilers,Canada,False,LAK,Los Angeles Kings,USA,14,23,37,playerByGameStats sum
1990-1991,1990,1991-04-18,1990030241,OFF,2,4,1,LAK,Los Angeles Kings,USA,True,EDM,Edmonton Oilers,Canada,23,14,37,playerByGameStats sum
1990-1991,1990,1991-04-19,1990030212,OFF,2,1,2,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,8,8,16,playerByGameStats sum
1990-1991,1990,1991-04-19,1990030212,OFF,2,1,2,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,8,8,16,playerByGameStats sum
1990-1991,1990,1991-04-20,1990030242,OFF,2,4,2,EDM,Edmonton Oilers,Canada,False,LAK,Los Angeles Kings,USA,20,20,40,playerByGameStats sum
1990-1991,1990,1991-04-20,1990030242,OFF,2,4,2,LAK,Los Angeles Kings,USA,True,EDM,Edmonton Oilers,Canada,20,20,40,playerByGameStats sum
1990-1991,1990,1991-04-21,1990030213,OFF,2,1,3,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,14,12,26,playerByGameStats sum
1990-1991,1990,1991-04-21,1990030213,OFF,2,1,3,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,12,14,26,playerByGameStats sum
1990-1991,1990,1991-04-22,1990030243,OFF,2,4,3,LAK,Los Angeles Kings,USA,False,EDM,Edmonton Oilers,Canada,28,12,40,playerByGameStats sum
