Season,SeasonStartYear,GameDate,GameId,GameState,Round,SeriesMatchup,SeriesGame,TeamAbbrev,TeamName,TeamCountry,IsHomeTeam,OpponentAbbrev,OpponentName,OpponentCountry,TeamPim,OpponentPim,TotalGamePim,PimSource
2001-2002,2001,2002-04-25,2001030155,OFF,1,5,5,DET,Detroit Red Wings,USA,True,VAN,Vancouver Canucks,Canada,10,8,18,playerByGameStats sum
2001-2002,2001,2002-04-26,2001030125,OFF,1,2,5,OTT,Ottawa Senators,Canada,False,PHI,Philadelphia Flyers,USA,4,8,12,playerByGameStats sum
2001-2002,2001,2002-04-26,2001030125,OFF,1,2,5,PHI,Philadelphia Flyers,USA,True,OTT,Ottawa Senators,Canada,8,4,12,playerByGameStats sum
2001-2002,2001,2002-04-26,2001030145,OFF,1,4,5,NYI,New York Islanders,USA,False,TOR,Toronto Maple Leafs,Canada,24,25,49,playerByGameStats sum
2001-2002,2001,2002-04-26,2001030145,OFF,1,4,5,TOR,Toronto Maple Leafs,Canada,True,NYI,New York Islanders,USA,25,24,49,playerByGameStats sum
2001-2002,2001,2002-04-27,2001030115,OFF,1,1,5,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,4,6,10,playerByGameStats sum
2001-2002,2001,2002-04-27,2001030115,OFF,1,1,5,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,6,4,10,playerByGameStats sum
2001-2002,2001,2002-04-27,2001030156,OFF,1,5,6,DET,Detroit Red Wings,USA,False,VAN,Vancouver Canucks,Canada,16,12,28,playerByGameStats sum
2001-2002,2001,2002-04-27,2001030156,OFF,1,5,6,VAN,Vancouver Canucks,Canada,True,DET,Detroit Red Wings,USA,12,16,28,playerByGameStats sum
2001-2002,2001,2002-04-28,2001030146,OFF,1,4,6,TOR,Toronto Maple Leafs,Canada,False,NYI,New York Islanders,USA,31,31,62,playerByGameStats sum
2001-2002,2001,2002-04-28,2001030146,OFF,1,4,6,NYI,New York Islanders,USA,True,TOR,Toronto Maple Leafs,Canada,31,31,62,playerByGameStats sum
2001-2002,2001,2002-04-29,2001030116,OFF,1,1,6,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,14,6,20,playerByGameStats sum
2001-2002,2001,2002-04-29,2001030116,OFF,1,1,6,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,6,14,20,playerByGameStats sum
2001-2002,2001,2002-04-30,2001030147,OFF,1,4,7,NYI,New York Islanders,USA,False,TOR,Toronto Maple Leafs,Canada,8,6,14,playerByGameStats sum
2001-2002,2001,2002-04-30,2001030147,OFF,1,4,7,TOR,Toronto Maple Leafs,Canada,True,NYI,New York Islanders,USA,6,8,14,playerByGameStats sum
2001-2002,2001,2002-05-03,2001030211,OFF,2,1,1,MTL,Montréal Canadiens,Canada,False,CAR,Carolina Hurricanes,USA,12,23,35,playerByGameStats sum
2001-2002,2001,2002-05-03,2001030211,OFF,2,1,1,CAR,Carolina Hurricanes,USA,True,MTL,Montréal Canadiens,Canada,23,12,35,playerByGameStats sum
2001-2002,2001,2002-05-05,2001030212,OFF,2,1,2,MTL,Montréal Canadiens,Canada,False,CAR,Carolina Hurricanes,USA,18,8,26,playerByGameStats sum
2001-2002,2001,2002-05-05,2001030212,OFF,2,1,2,CAR,Carolina Hurricanes,USA,True,MTL,Montréal Canadiens,Canada,8,18,26,playerByGameStats sum
2001-2002,2001,2002-05-07,2001030213,OFF,2,1,3,CAR,Carolina Hurricanes,USA,False,MTL,Montréal Canadiens,Canada,4,2,6,playerByGameStats sum
2001-2002,2001,2002-05-07,2001030213,OFF,2,1,3,MTL,Montréal Canadiens,Canada,True,CAR,Carolina Hurricanes,USA,2,4,6,playerByGameStats sum
2001-2002,2001,2002-05-09,2001030214,OFF,2,1,4,CAR,Carolina Hurricanes,USA,False,MTL,Montréal Canadiens,Canada,12,14,26,playerByGameStats sum
2001-2002,2001,2002-05-09,2001030214,OFF,2,1,4,MTL,Montréal Canadiens,Canada,True,CAR,Carolina Hurricanes,USA,14,12,26,playerByGameStats sum
2001-2002,2001,2002-05-12,2001030215,OFF,2,1,5,MTL,Montréal Canadiens,Canada,False,CAR,Carolina Hurricanes,USA,18,6,24,playerByGameStats sum
2001-2002,2001,2002-05-12,2001030215,OFF,2,1,5,CAR,Carolina Hurricanes,USA,True,MTL,Montréal Canadiens,Canada,6,18,24,playerByGameStats sum
2001-2002,2001,2002-05-13,2001030216,OFF,2,1,6,CAR,Carolina Hurricanes,USA,False,MTL,Montréal Canadiens,Canada,14,22,36,playerByGameStats sum
2001-2002,2001,2002-05-13,2001030216,OFF,2,1,6,MTL,Montréal Canadiens,Canada,True,CAR,Carolina Hurricanes,USA,22,14,36,playerByGameStats sum
2001-2002,2001,2002-05-16,2001030311,OFF,3,1,1,TOR,Toronto Maple Leafs,Canada,False,CAR,Carolina Hurricanes,USA,22,14,36,playerByGameStats sum
2001-2002,2001,2002-05-16,2001030311,OFF,3,1,1,CAR,Carolina Hurricanes,USA,True,TOR,Toronto Maple Leafs,Canada,14,22,36,playerByGameStats sum
2001-2002,2001,2002-05-19,2001030312,OFF,3,1,2,TOR,Toronto Maple Leafs,Canada,False,CAR,Carolina Hurricanes,USA,12,6,18,playerByGameStats sum
2001-2002,2001,2002-05-19,2001030312,OFF,3,1,2,CAR,Carolina Hurricanes,USA,True,TOR,Toronto Maple Leafs,Canada,6,12,18,playerByGameStats sum
2001-2002,2001,2002-05-21,2001030313,OFF,3,1,3,CAR,Carolina Hurricanes,USA,False,TOR,Toronto Maple Leafs,Canada,6,6,12,playerByGameStats sum
2001-2002,2001,2002-05-21,2001030313,OFF,3,1,3,TOR,Toronto Maple Leafs,Canada,True,CAR,Carolina Hurricanes,USA,6,6,12,playerByGameStats sum
2001-2002,2001,2002-05-23,2001030314,OFF,3,1,4,CAR,Carolina Hurricanes,USA,False,TOR,Toronto Maple Leafs,Canada,14,20,34,playerByGameStats sum
2001-2002,2001,2002-05-23,2001030314,OFF,3,1,4,TOR,Toronto Maple Leafs,Canada,True,CAR,Carolina Hurricanes,USA,20,14,34,playerByGameStats sum
2001-2002,2001,2002-05-25,2001030315,OFF,3,1,5,TOR,Toronto Maple Leafs,Canada,False,CAR,Carolina Hurricanes,USA,22,6,28,playerByGameStats sum
2001-2002,2001,2002-05-25,2001030315,OFF,3,1,5,CAR,Carolina Hurricanes,USA,True,TOR,Toronto Maple Leafs,Canada,6,22,28,playerByGameStats sum
2001-2002,2001,2002-05-28,2001030316,OFF,3,1,6,CAR,Carolina Hurricanes,USA,False,TOR,Toronto Maple Leafs,Canada,10,10,20,playerByGameStats sum
2001-2002,2001,2002-05-28,2001030316,OFF,3,1,6,TOR,Toronto Maple Leafs,Canada,True,CAR,Carolina Hurricanes,USA,10,10,20,playerByGameStats sum
2002-2003,2002,2003-04-09,2002030111,OFF,1,1,1,NYI,New York Islanders,USA,False,OTT,Ottawa Senators,Canada,20,14,34,playerByGameStats sum
2002-2003,2002,2003-04-09,2002030111,OFF,1,1,1,OTT,Ottawa Senators,Canada,True,NYI,New York Islanders,USA,14,20,34,playerByGameStats sum
2002-2003,2002,2003-04-09,2002030141,OFF,1,4,1,TOR,Toronto Maple Leafs,Canada,False,PHI,Philadelphia Flyers,USA,14,12,26,playerByGameStats sum
2002-2003,2002,2003-04-09,2002030141,OFF,1,4,1,PHI,Philadelphia Flyers,USA,True,TOR,Toronto Maple Leafs,Canada,12,14,26,playerByGameStats sum
2002-2003,2002,2003-04-09,2002030151,OFF,1,5,1,EDM,Edmonton Oilers,Canada,False,DAL,Dallas Stars,USA,10,23,33,playerByGameStats sum
2002-2003,2002,2003-04-09,2002030151,OFF,1,5,1,DAL,Dallas Stars,USA,True,EDM,Edmonton Oilers,Canada,23,10,33,playerByGameStats sum
2002-2003,2002,2003-04-10,2002030181,OFF,1,8,1,STL,St. Louis Blues,USA,False,VAN,Vancouver Canucks,Canada,18,24,42,playerByGameStats sum
2002-2003,2002,2003-04-10,2002030181,OFF,1,8,1,VAN,Vancouver Canucks,Canada,True,STL,St. Louis Blues,USA,24,18,42,playerByGameStats sum
2002-2003,2002,2003-04-11,2002030142,OFF,1,4,2,TOR,Toronto Maple Leafs,Canada,False,PHI,Philadelphia Flyers,USA,15,13,28,playerByGameStats sum
2002-2003,2002,2003-04-11,2002030142,OFF,1,4,2,PHI,Philadelphia Flyers,USA,True,TOR,Toronto Maple Leafs,Canada,13,15,28,playerByGameStats sum
2002-2003,2002,2003-04-11,2002030152,OFF,1,5,2,EDM,Edmonton Oilers,Canada,False,DAL,Dallas Stars,USA,73,53,126,playerByGameStats sum
2002-2003,2002,2003-04-11,2002030152,OFF,1,5,2,DAL,Dallas Stars,USA,True,EDM,Edmonton Oilers,Canada,53,73,126,playerByGameStats sum
2002-2003,2002,2003-04-12,2002030112,OFF,1,1,2,NYI,New York Islanders,USA,False,OTT,Ottawa Senators,Canada,52,25,77,playerByGameStats sum
2002-2003,2002,2003-04-12,2002030112,OFF,1,1,2,OTT,Ottawa Senators,Canada,True,NYI,New York Islanders,USA,25,52,77,playerByGameStats sum
2002-2003,2002,2003-04-12,2002030182,OFF,1,8,2,STL,St. Louis Blues,USA,False,VAN,Vancouver Canucks,Canada,22,20,42,playerByGameStats sum
2002-2003,2002,2003-04-12,2002030182,OFF,1,8,2,VAN,Vancouver Canucks,Canada,True,STL,St. Louis Blues,USA,20,22,42,playerByGameStats sum
2002-2003,2002,2003-04-13,2002030153,OFF,1,5,3,DAL,Dallas Stars,USA,False,EDM,Edmonton Oilers,Canada,4,8,12,playerByGameStats sum
2002-2003,2002,2003-04-13,2002030153,OFF,1,5,3,EDM,Edmonton Oilers,Canada,True,DAL,Dallas Stars,USA,8,4,12,playerByGameStats sum
2002-2003,2002,2003-04-14,2002030113,OFF,1,1,3,OTT,Ottawa Senators,Canada,False,NYI,New York Islanders,USA,20,12,32,playerByGameStats sum
2002-2003,2002,2003-04-14,2002030113,OFF,1,1,3,NYI,New York Islanders,USA,True,OTT,Ottawa Senators,Canada,12,20,32,playerByGameStats sum
2002-2003,2002,2003-04-14,2002030143,OFF,1,4,3,PHI,Philadelphia Flyers,USA,False,TOR,Toronto Maple Leafs,Canada,6,6,12,playerByGameStats sum
2002-2003,2002,2003-04-14,2002030143,OFF,1,4,3,TOR,Toronto Maple Leafs,Canada,True,PHI,Philadelphia Flyers,USA,6,6,12,playerByGameStats sum
2002-2003,2002,2003-04-14,2002030183,OFF,1,8,3,VAN,Vancouver Canucks,Canada,False,STL,St. Louis Blues,USA,32,20,52,playerByGameStats sum
2002-2003,2002,2003-04-14,2002030183,OFF,1,8,3,STL,St. Louis Blues,USA,True,VAN,Vancouver Canucks,Canada,20,32,52,playerByGameStats sum
2002-2003,2002,2003-04-15,2002030154,OFF,1,5,4,DAL,Dallas Stars,USA,False,EDM,Edmonton Oilers,Canada,8,12,20,playerByGameStats sum
2002-2003,2002,2003-04-15,2002030154,OFF,1,5,4,EDM,Edmonton Oilers,Canada,True,DAL,Dallas Stars,USA,12,8,20,playerByGameStats sum
2002-2003,2002,2003-04-16,2002030114,OFF,1,1,4,OTT,Ottawa Senators,Canada,False,NYI,New York Islanders,USA,10,12,22,playerByGameStats sum
2002-2003,2002,2003-04-16,2002030114,OFF,1,1,4,NYI,New York Islanders,USA,True,OTT,Ottawa Senators,Canada,12,10,22,playerByGameStats sum
2002-2003,2002,2003-04-16,2002030144,OFF,1,4,4,PHI,Philadelphia Flyers,USA,False,TOR,Toronto Maple Leafs,Canada,10,18,28,playerByGameStats sum
2002-2003,2002,2003-04-16,2002030144,OFF,1,4,4,TOR,Toronto Maple Leafs,Canada,True,PHI,Philadelphia Flyers,USA,18,10,28,playerByGameStats sum
2002-2003,2002,2003-04-16,2002030184,OFF,1,8,4,VAN,Vancouver Canucks,Canada,False,STL,St. Louis Blues,USA,14,16,30,playerByGameStats sum
2002-2003,2002,2003-04-16,2002030184,OFF,1,8,4,STL,St. Louis Blues,USA,True,VAN,Vancouver Canucks,Canada,16,14,30,playerByGameStats sum
2002-2003,2002,2003-04-17,2002030115,OFF,1,1,5,NYI,New York Islanders,USA,False,OTT,Ottawa Senators,Canada,12,16,28,playerByGameStats sum
2002-2003,2002,2003-04-17,2002030115,OFF,1,1,5,OTT,Ottawa Senators,Canada,True,NYI,New York Islanders,USA,16,12,28,playerByGameStats sum
2002-2003,2002,2003-04-17,2002030155,OFF,1,5,5,EDM,Edmonton Oilers,Canada,False,DAL,Dallas Stars,USA,12,8,20,playerByGameStats sum
2002-2003,2002,2003-04-17,2002030155,OFF,1,5,5,DAL,Dallas Stars,USA,True,EDM,Edmonton Oilers,Canada,8,12,20,playerByGameStats sum
2002-2003,2002,2003-04-18,2002030185,OFF,1,8,5,STL,St. Louis Blues,USA,False,VAN,Vancouver Canucks,Canada,35,22,57,playerByGameStats sum
2002-2003,2002,2003-04-18,2002030185,OFF,1,8,5,VAN,Vancouver Canucks,Canada,True,STL,St. Louis Blues,USA,22,35,57,playerByGameStats sum
2002-2003,2002,2003-04-19,2002030145,OFF,1,4,5,TOR,Toronto Maple Leafs,Canada,False,PHI,Philadelphia Flyers,USA,18,14,32,playerByGameStats sum
2002-2003,2002,2003-04-19,2002030145,OFF,1,4,5,PHI,Philadelphia Flyers,USA,True,TOR,Toronto Maple Leafs,Canada,14,18,32,playerByGameStats sum
2002-2003,2002,2003-04-19,2002030156,OFF,1,5,6,DAL,Dallas Stars,USA,False,EDM,Edmonton Oilers,Canada,18,14,32,playerByGameStats sum
2002-2003,2002,2003-04-19,2002030156,OFF,1,5,6,EDM,Edmonton Oilers,Canada,True,DAL,Dallas Stars,USA,14,18,32,playerByGameStats sum
2002-2003,2002,2003-04-20,2002030186,OFF,1,8,6,VAN,Vancouver Canucks,Canada,False,STL,St. Louis Blues,USA,14,12,26,playerByGameStats sum
2002-2003,2002,2003-04-20,2002030186,OFF,1,8,6,STL,St. Louis Blues,USA,True,VAN,Vancouver Canucks,Canada,12,14,26,playerByGameStats sum
2002-2003,2002,2003-04-21,2002030146,OFF,1,4,6,PHI,Philadelphia Flyers,USA,False,TOR,Toronto Maple Leafs,Canada,6,4,10,playerByGameStats sum
2002-2003,2002,2003-04-21,2002030146,OFF,1,4,6,TOR,Toronto Maple Leafs,Canada,True,PHI,Philadelphia Flyers,USA,4,6,10,playerByGameStats sum
2002-2003,2002,2003-04-22,2002030147,OFF,1,4,7,TOR,Toronto Maple Leafs,Canada,False,PHI,Philadelphia Flyers,USA,12,4,16,playerByGameStats sum
2002-2003,2002,2003-04-22,2002030147,OFF,1,4,7,PHI,Philadelphia Flyers,USA,True,TOR,Toronto Maple Leafs,Canada,4,12,16,playerByGameStats sum
2002-2003,2002,2003-04-22,2002030187,OFF,1,8,7,STL,St. Louis Blues,USA,False,VAN,Vancouver Canucks,Canada,10,8,18,playerByGameStats sum
2002-2003,2002,2003-04-22,2002030187,OFF,1,8,7,VAN,Vancouver Canucks,Canada,True,STL,St. Louis Blues,USA,8,10,18,playerByGameStats sum
2002-2003,2002,2003-04-25,2002030211,OFF,2,1,1,PHI,Philadelphia Flyers,USA,False,OTT,Ottawa Senators,Canada,10,4,14,playerByGameStats sum
2002-2003,2002,2003-04-25,2002030211,OFF,2,1,1,OTT,Ottawa Senators,Canada,True,PHI,Philadelphia Flyers,USA,4,10,14,playerByGameStats sum
2002-2003,2002,2003-04-25,2002030241,OFF,2,4,1,MIN,Minnesota Wild,USA,False,VAN,Vancouver Canucks,Canada,10,6,16,playerByGameStats sum
2002-2003,2002,2003-04-25,2002030241,OFF,2,4,1,VAN,Vancouver Canucks,Canada,True,MIN,Minnesota Wild,USA,6,10,16,playerByGameStats sum
2002-2003,2002,2003-04-27,2002030212,OFF,2,1,2,PHI,Philadelphia Flyers,USA,False,OTT,Ottawa Senators,Canada,18,10,28,playerByGameStats sum
2002-2003,2002,2003-04-27,2002030212,OFF,2,1,2,OTT,Ottawa Senators,Canada,True,PHI,Philadelphia Flyers,USA,10,18,28,playerByGameStats sum
2002-2003,2002,2003-04-27,2002030242,OFF,2,4,2,MIN,Minnesota Wild,USA,False,VAN,Vancouver Canucks,Canada,32,30,62,playerByGameStats sum
2002-2003,2002,2003-04-27,2002030242,OFF,2,4,2,VAN,Vancouver Canucks,Canada,True,MIN,Minnesota Wild,USA,30,32,62,playerByGameStats sum
2002-2003,2002,2003-04-29,2002030213,OFF,2,1,3,OTT,Ottawa Senators,Canada,False,PHI,Philadelphia Flyers,USA,12,8,20,playerByGameStats sum
2002-2003,2002,2003-04-29,2002030213,OFF,2,1,3,PHI,Philadelphia Flyers,USA,True,OTT,Ottawa Senators,Canada,8,12,20,playerByGameStats sum
2002-2003,2002,2003-04-29,2002030243,OFF,2,4,3,VAN,Vancouver Canucks,Canada,False,MIN,Minnesota Wild,USA,21,19,40,playerByGameStats sum
2002-2003,2002,2003-04-29,2002030243,OFF,2,4,3,MIN,Minnesota Wild,USA,True,VAN,Vancouver Canucks,Canada,19,21,40,playerByGameStats sum
2002-2003,2002,2003-05-01,2002030214,OFF,2,1,4,OTT,Ottawa Senators,Canada,False,PHI,Philadelphia Flyers,USA,10,10,20,playerByGameStats sum
2002-2003,2002,2003-05-01,2002030214,OFF,2,1,4,PHI,Philadelphia Flyers,USA,True,OTT,Ottawa Senators,Canada,10,10,20,playerByGameStats sum
2002-2003,2002,2003-05-02,2002030244,OFF,2,4,4,VAN,Vancouver Canucks,Canada,False,MIN,Minnesota Wild,USA,10,14,24,playerByGameStats sum
2002-2003,2002,2003-05-02,2002030244,OFF,2,4,4,MIN,Minnesota Wild,USA,True,VAN,Vancouver Canucks,Canada,14,10,24,playerByGameStats sum
2002-2003,2002,2003-05-03,2002030215,OFF,2,1,5,PHI,Philadelphia Flyers,USA,False,OTT,Ottawa Senators,Canada,27,21,48,playerByGameStats sum
2002-2003,2002,2003-05-03,2002030215,OFF,2,1,5,OTT,Ottawa Senators,Canada,True,PHI,Philadelphia Flyers,USA,21,27,48,playerByGameStats sum
2002-2003,2002,2003-05-05,2002030216,OFF,2,1,6,OTT,Ottawa Senators,Canada,False,PHI,Philadelphia Flyers,USA,8,10,18,playerByGameStats sum
2002-2003,2002,2003-05-05,2002030216,OFF,2,1,6,PHI,Philadelphia Flyers,USA,True,OTT,Ottawa Senators,Canada,10,8,18,playerByGameStats sum
2002-2003,2002,2003-05-05,2002030245,OFF,2,4,5,MIN,Minnesota Wild,USA,False,VAN,Vancouver Canucks,Canada,12,16,28,playerByGameStats sum
2002-2003,2002,2003-05-05,2002030245,OFF,2,4,5,VAN,Vancouver Canucks,Canada,True,MIN,Minnesota Wild,USA,16,12,28,playerByGameStats sum
2002-2003,2002,2003-05-07,2002030246,OFF,2,4,6,VAN,Vancouver Canucks,Canada,False,MIN,Minnesota Wild,USA,16,14,30,playerByGameStats sum
2002-2003,2002,2003-05-07,2002030246,OFF,2,4,6,MIN,Minnesota Wild,USA,True,VAN,Vancouver Canucks,Canada,14,16,30,playerByGameStats sum
2002-2003,2002,2003-05-08,2002030247,OFF,2,4,7,MIN,Minnesota Wild,USA,False,VAN,Vancouver Canucks,Canada,0,4,4,playerByGameStats sum
2002-2003,2002,2003-05-08,2002030247,OFF,2,4,7,VAN,Vancouver Canucks,Canada,True,MIN,Minnesota Wild,USA,4,0,4,playerByGameStats sum
2002-2003,2002,2003-05-10,2002030311,OFF,3,1,1,NJD,New Jersey Devils,USA,False,OTT,Ottawa Senators,Canada,8,4,12,playerByGameStats sum
2002-2003,2002,2003-05-10,2002030311,OFF,3,1,1,OTT,Ottawa Senators,Canada,True,NJD,New Jersey Devils,USA,4,8,12,playerByGameStats sum
2002-2003,2002,2003-05-13,2002030312,OFF,3,1,2,NJD,New Jersey Devils,USA,False,OTT,Ottawa Senators,Canada,16,16,32,playerByGameStats sum
2002-2003,2002,2003-05-13,2002030312,OFF,3,1,2,OTT,Ottawa Senators,Canada,True,NJD,New Jersey Devils,USA,16,16,32,playerByGameStats sum
2002-2003,2002,2003-05-15,2002030313,OFF,3,1,3,OTT,Ottawa Senators,Canada,False,NJD,New Jersey Devils,USA,8,4,12,playerByGameStats sum
2002-2003,2002,2003-05-15,2002030313,OFF,3,1,3,NJD,New Jersey Devils,USA,True,OTT,Ottawa Senators,Canada,4,8,12,playerByGameStats sum
2002-2003,2002,2003-05-17,2002030314,OFF,3,1,4,OTT,Ottawa Senators,Canada,False,NJD,New Jersey Devils,USA,12,12,24,playerByGameStats sum
2002-2003,2002,2003-05-17,2002030314,OFF,3,1,4,NJD,New Jersey Devils,USA,True,OTT,Ottawa Senators,Canada,12,12,24,playerByGameStats sum
2002-2003,2002,2003-05-19,2002030315,OFF,3,1,5,NJD,New Jersey Devils,USA,False,OTT,Ottawa Senators,Canada,14,6,20,playerByGameStats sum
2002-2003,2002,2003-05-19,2002030315,OFF,3,1,5,OTT,Ottawa Senators,Canada,True,NJD,New Jersey Devils,USA,6,14,20,playerByGameStats sum
2002-2003,2002,2003-05-21,2002030316,OFF,3,1,6,OTT,Ottawa Senators,Canada,False,NJD,New Jersey Devils,USA,12,12,24,playerByGameStats sum
2002-2003,2002,2003-05-21,2002030316,OFF,3,1,6,NJD,New Jersey Devils,USA,True,OTT,Ottawa Senators,Canada,12,12,24,playerByGameStats sum
2002-2003,2002,2003-05-23,2002030317,OFF,3,1,7,NJD,New Jersey Devils,USA,False,OTT,Ottawa Senators,Canada,4,4,8,playerByGameStats sum
2002-2003,2002,2003-05-23,2002030317,OFF,3,1,7,OTT,Ottawa Senators,Canada,True,NJD,New Jersey Devils,USA,4,4,8,playerByGameStats sum
2003-2004,2003,2004-04-07,2003030121,OFF,1,2,1,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,14,10,24,playerByGameStats sum
2003-2004,2003,2004-04-07,2003030121,OFF,1,2,1,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,10,14,24,playerByGameStats sum
2003-2004,2003,2004-04-09,2003030122,OFF,1,2,2,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,12,12,24,playerByGameStats sum
2003-2004,2003,2004-04-09,2003030122,OFF,1,2,2,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,12,12,24,playerByGameStats sum
2003-2004,2003,2004-04-11,2003030123,OFF,1,2,3,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,10,6,16,playerByGameStats sum
2003-2004,2003,2004-04-11,2003030123,OFF,1,2,3,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,6,10,16,playerByGameStats sum
2003-2004,2003,2004-04-13,2003030124,OFF,1,2,4,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,14,14,28,playerByGameStats sum
2003-2004,2003,2004-04-13,2003030124,OFF,1,2,4,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,14,14,28,playerByGameStats sum
2003-2004,2003,2004-04-15,2003030125,OFF,1,2,5,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,8,12,20,playerByGameStats sum
2003-2004,2003,2004-04-15,2003030125,OFF,1,2,5,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,12,8,20,playerByGameStats sum
2003-2004,2003,2004-04-17,2003030126,OFF,1,2,6,BOS,Boston Bruins,USA,False,MTL,Montréal Canadiens,Canada,4,4,8,playerByGameStats sum
2003-2004,2003,2004-04-17,2003030126,OFF,1,2,6,MTL,Montréal Canadiens,Canada,True,BOS,Boston Bruins,USA,4,4,8,playerByGameStats sum
2003-2004,2003,2004-04-19,2003030127,OFF,1,2,7,MTL,Montréal Canadiens,Canada,False,BOS,Boston Bruins,USA,4,8,12,playerByGameStats sum
2003-2004,2003,2004-04-19,2003030127,OFF,1,2,7,BOS,Boston Bruins,USA,True,MTL,Montréal Canadiens,Canada,8,4,12,playerByGameStats sum
2003-2004,2003,2004-04-22,2003030221,OFF,2,2,1,TOR,Toronto Maple Leafs,Canada,False,PHI,Philadelphia Flyers,USA,8,6,14,playerByGameStats sum
2003-2004,2003,2004-04-22,2003030221,OFF,2,2,1,PHI,Philadelphia Flyers,USA,True,TOR,Toronto Maple Leafs,Canada,6,8,14,playerByGameStats sum
2003-2004,2003,2004-04-22,2003030231,OFF,2,3,1,CGY,Calgary Flames,Canada,False,DET,Detroit Red Wings,USA,12,6,18,playerByGameStats sum
2003-2004,2003,2004-04-22,2003030231,OFF,2,3,1,DET,Detroit Red Wings,USA,True,CGY,Calgary Flames,Canada,6,12,18,playerByGameStats sum
2003-2004,2003,2004-04-23,2003030211,OFF,2,1,1,MTL,Montréal Canadiens,Canada,False,TBL,Tampa Bay Lightning,USA,27,11,38,playerByGameStats sum
2003-2004,2003,2004-04-23,2003030211,OFF,2,1,1,TBL,Tampa Bay Lightning,USA,True,MTL,Montréal Canadiens,Canada,11,27,38,playerByGameStats sum
2003-2004,2003,2004-04-24,2003030232,OFF,2,3,2,CGY,Calgary Flames,Canada,False,DET,Detroit Red Wings,USA,26,24,50,playerByGameStats sum
2003-2004,2003,2004-04-24,2003030232,OFF,2,3,2,DET,Detroit Red Wings,USA,True,CGY,Calgary Flames,Canada,24,26,50,playerByGameStats sum
2003-2004,2003,2004-04-25,2003030212,OFF,2,1,2,MTL,Montréal Canadiens,Canada,False,TBL,Tampa Bay Lightning,USA,8,8,16,playerByGameStats sum
2003-2004,2003,2004-04-25,2003030212,OFF,2,1,2,TBL,Tampa Bay Lightning,USA,True,MTL,Montréal Canadiens,Canada,8,8,16,playerByGameStats sum
2003-2004,2003,2004-04-25,2003030222,OFF,2,2,2,TOR,Toronto Maple Leafs,Canada,False,PHI,Philadelphia Flyers,USA,10,8,18,playerByGameStats sum
2003-2004,2003,2004-04-25,2003030222,OFF,2,2,2,PHI,Philadelphia Flyers,USA,True,TOR,Toronto Maple Leafs,Canada,8,10,18,playerByGameStats sum
2003-2004,2003,2004-04-27,2003030213,OFF,2,1,3,TBL,Tampa Bay Lightning,USA,False,MTL,Montréal Canadiens,Canada,28,30,58,playerByGameStats sum
2003-2004,2003,2004-04-27,2003030213,OFF,2,1,3,MTL,Montréal Canadiens,Canada,True,TBL,Tampa Bay Lightning,USA,30,28,58,playerByGameStats sum
2003-2004,2003,2004-04-27,2003030233,OFF,2,3,3,DET,Detroit Red Wings,USA,False,CGY,Calgary Flames,Canada,8,4,12,playerByGameStats sum
2003-2004,2003,2004-04-27,2003030233,OFF,2,3,3,CGY,Calgary Flames,Canada,True,DET,Detroit Red Wings,USA,4,8,12,playerByGameStats sum
2003-2004,2003,2004-04-28,2003030223,OFF,2,2,3,PHI,Philadelphia Flyers,USA,False,TOR,Toronto Maple Leafs,Canada,12,10,22,playerByGameStats sum
2003-2004,2003,2004-04-28,2003030223,OFF,2,2,3,TOR,Toronto Maple Leafs,Canada,True,PHI,Philadelphia Flyers,USA,10,12,22,playerByGameStats sum
2003-2004,2003,2004-04-29,2003030214,OFF,2,1,4,TBL,Tampa Bay Lightning,USA,False,MTL,Montréal Canadiens,Canada,17,21,38,playerByGameStats sum
2003-2004,2003,2004-04-29,2003030214,OFF,2,1,4,MTL,Montréal Canadiens,Canada,True,TBL,Tampa Bay Lightning,USA,21,17,38,playerByGameStats sum
2003-2004,2003,2004-04-29,2003030234,OFF,2,3,4,DET,Detroit Red Wings,USA,False,CGY,Calgary Flames,Canada,13,24,37,playerByGameStats sum
2003-2004,2003,2004-04-29,2003030234,OFF,2,3,4,CGY,Calgary Flames,Canada,True,DET,Detroit Red Wings,USA,24,13,37,playerByGameStats sum
2003-2004,2003,2004-04-30,2003030224,OFF,2,2,4,PHI,Philadelphia Flyers,USA,False,TOR,Toronto Maple Leafs,Canada,14,12,26,playerByGameStats sum
